Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2024-06-30,11:20 AM,84 °F,57 °F,40 %,ENE,14 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,11:50 AM,84 °F,57 °F,40 %,ENE,14 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,12:20 PM,84 °F,55 °F,37 %,ENE,17 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,12:50 PM,86 °F,59 °F,40 %,ENE,15 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,1:20 PM,88 °F,57 °F,35 %,ENE,17 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,1:50 PM,86 °F,57 °F,37 %,ENE,17 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,2:20 PM,86 °F,57 °F,37 %,ENE,17 mph,29 mph,29.58 in,0.0 in,Partly Cloudy
2024-06-30,2:50 PM,86 °F,57 °F,37 %,ENE,17 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,3:20 PM,86 °F,55 °F,35 %,ENE,17 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
2024-06-30,3:50 PM,86 °F,55 °F,35 %,ENE,20 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,4:20 PM,86 °F,59 °F,40 %,ENE,17 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,4:50 PM,86 °F,59 °F,40 %,ENE,17 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,5:20 PM,84 °F,61 °F,45 %,ENE,16 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,5:50 PM,84 °F,61 °F,45 %,ENE,16 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,6:20 PM,82 °F,63 °F,51 %,ENE,16 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,6:50 PM,82 °F,63 °F,51 %,ENE,15 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,7:20 PM,81 °F,64 °F,58 %,ENE,15 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,7:50 PM,79 °F,64 °F,61 %,ENE,15 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,8:20 PM,77 °F,66 °F,69 %,ENE,14 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,8:50 PM,75 °F,66 °F,73 %,NE,14 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,9:20 PM,75 °F,68 °F,78 %,NE,13 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,9:50 PM,73 °F,68 °F,83 %,NE,14 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,10:20 PM,73 °F,70 °F,88 %,NE,10 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,10:50 PM,73 °F,68 °F,83 %,NE,10 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,11:20 PM,73 °F,68 °F,83 %,NE,9 mph,0 mph,29.58 in,0.0 in,Fair
2024-06-30,11:50 PM,72 °F,68 °F,88 %,NE,9 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,12:20 AM,72 °F,68 °F,88 %,ENE,8 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,12:50 AM,72 °F,68 °F,88 %,ENE,9 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,1:20 AM,72 °F,66 °F,83 %,ENE,7 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,1:50 AM,72 °F,66 °F,83 %,ENE,8 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,2:20 AM,70 °F,66 °F,88 %,ENE,9 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,2:50 AM,70 °F,66 °F,88 %,NE,8 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,3:20 AM,70 °F,66 °F,88 %,NE,7 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,3:50 AM,68 °F,66 °F,94 %,ENE,9 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,4:20 AM,68 °F,66 °F,94 %,ENE,9 mph,0 mph,29.55 in,0.0 in,Fair
2024-07-01,4:50 AM,68 °F,66 °F,94 %,ENE,7 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,5:15 AM,68 °F,64 °F,88 %,NE,7 mph,0 mph,29.58 in,0.0 in,Partial Fog
2024-07-01,5:20 AM,68 °F,64 °F,88 %,ENE,7 mph,0 mph,29.58 in,0.0 in,Partial Fog
2024-07-01,5:37 AM,66 °F,64 °F,94 %,NE,8 mph,0 mph,29.58 in,0.0 in,Patches of Fog
2024-07-01,5:50 AM,66 °F,64 °F,94 %,NE,8 mph,0 mph,29.58 in,0.0 in,Patches of Fog
2024-07-01,6:20 AM,68 °F,66 °F,94 %,NE,8 mph,0 mph,29.58 in,0.0 in,Fog
2024-07-01,6:50 AM,68 °F,66 °F,94 %,NE,8 mph,0 mph,29.58 in,0.0 in,Patches of Fog
2024-07-01,7:20 AM,68 °F,66 °F,94 %,ENE,7 mph,0 mph,29.58 in,0.0 in,Partial Fog
2024-07-01,7:36 AM,70 °F,66 °F,88 %,NE,8 mph,0 mph,29.58 in,0.0 in,Partly Cloudy
2024-07-01,7:50 AM,70 °F,66 °F,88 %,NE,9 mph,0 mph,29.58 in,0.0 in,Partly Cloudy
2024-07-01,8:20 AM,73 °F,66 °F,78 %,ENE,9 mph,0 mph,29.58 in,0.0 in,Partly Cloudy
2024-07-01,8:50 AM,75 °F,68 °F,78 %,NE,13 mph,0 mph,29.58 in,0.0 in,Partly Cloudy
2024-07-01,9:20 AM,77 °F,66 °F,69 %,NE,14 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,9:50 AM,79 °F,66 °F,65 %,ENE,15 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,10:20 AM,81 °F,64 °F,58 %,ENE,13 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,10:50 AM,82 °F,63 °F,51 %,ENE,14 mph,0 mph,29.58 in,0.0 in,Fair
2024-07-01,11:20 AM,82 °F,61 °F,48 %,ENE,17 mph,0 mph,29.55 in,0.0 in,Fair
2024-07-01,11:50 AM,84 °F,57 °F,40 %,ENE,18 mph,0 mph,29.55 in,0.0 in,Fair
2024-07-01,12:20 PM,84 °F,61 °F,45 %,ENE,17 mph,0 mph,29.55 in,0.0 in,Fair
2024-07-01,12:50 PM,84 °F,59 °F,42 %,ENE,20 mph,0 mph,29.55 in,0.0 in,Partly Cloudy
2024-07-01,1:20 PM,84 °F,59 °F,42 %,ENE,20 mph,0 mph,29.55 in,0.0 in,Partly Cloudy
2024-07-01,1:50 PM,86 °F,57 °F,37 %,ENE,20 mph,0 mph,29.55 in,0.0 in,Partly Cloudy
2024-07-01,2:20 PM,84 °F,59 °F,42 %,ENE,21 mph,0 mph,29.52 in,0.0 in,Fair / Windy
2024-07-01,2:50 PM,86 °F,57 °F,37 %,NE,21 mph,0 mph,29.52 in,0.0 in,Fair / Windy
2024-07-01,3:20 PM,86 °F,59 °F,40 %,ENE,21 mph,0 mph,29.52 in,0.0 in,Fair / Windy
2024-07-01,3:50 PM,86 °F,61 °F,43 %,ENE,20 mph,0 mph,29.52 in,0.0 in,Fair
2024-07-01,4:20 PM,84 °F,63 °F,48 %,ENE,20 mph,0 mph,29.52 in,0.0 in,Fair
2024-07-01,4:50 PM,84 °F,63 °F,48 %,ENE,17 mph,0 mph,29.52 in,0.0 in,Fair
2024-07-01,5:20 PM,82 °F,64 °F,54 %,ENE,17 mph,0 mph,29.52 in,0.0 in,Fair
2024-07-01,5:50 PM,82 °F,64 °F,54 %,ENE,17 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,6:20 PM,82 °F,64 °F,54 %,ENE,16 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,6:50 PM,81 °F,66 °F,61 %,ENE,20 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,7:20 PM,79 °F,66 °F,65 %,ENE,20 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,7:50 PM,79 °F,66 °F,65 %,ENE,18 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,8:20 PM,77 °F,68 °F,74 %,NE,17 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,8:50 PM,75 °F,68 °F,78 %,ENE,15 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,9:20 PM,75 °F,68 °F,78 %,ENE,15 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,9:50 PM,75 °F,70 °F,83 %,ENE,16 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,10:20 PM,73 °F,70 °F,88 %,ENE,14 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,10:50 PM,73 °F,70 °F,88 %,ENE,8 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,11:20 PM,73 °F,70 °F,88 %,ENE,9 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-01,11:50 PM,73 °F,70 °F,88 %,ENE,10 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-02,12:20 AM,73 °F,70 °F,88 %,NE,9 mph,0 mph,29.49 in,0.0 in,Partly Cloudy
2024-07-02,12:50 AM,73 °F,70 °F,88 %,ENE,10 mph,0 mph,29.49 in,0.0 in,Partly Cloudy
2024-07-02,1:20 AM,72 °F,70 °F,94 %,ENE,12 mph,0 mph,29.49 in,0.0 in,Fair
2024-07-02,1:50 AM,72 °F,70 °F,94 %,ENE,10 mph,0 mph,29.46 in,0.0 in,Fair
2024-07-02,2:20 AM,72 °F,68 °F,88 %,ENE,8 mph,0 mph,29.46 in,0.0 in,Fair
2024-07-02,2:50 AM,70 °F,68 °F,94 %,ENE,7 mph,0 mph,29.46 in,0.0 in,Fair
2024-07-02,3:20 AM,70 °F,68 °F,94 %,NE,8 mph,0 mph,29.46 in,0.0 in,Fair
2024-07-02,3:50 AM,70 °F,68 °F,94 %,NE,8 mph,0 mph,29.46 in,0.0 in,Partial Fog
2024-07-02,4:07 AM,70 °F,68 °F,94 %,NE,9 mph,0 mph,29.43 in,0.0 in,Patches of Fog
2024-07-02,4:20 AM,70 °F,68 °F,94 %,NE,9 mph,0 mph,29.43 in,0.0 in,Patches of Fog
2024-07-02,4:50 AM,68 °F,68 °F,100 %,NE,7 mph,0 mph,29.46 in,0.0 in,Patches of Fog
2024-07-02,5:20 AM,68 °F,66 °F,94 %,NE,7 mph,0 mph,29.46 in,0.0 in,Patches of Fog
2024-07-02,5:36 AM,68 °F,66 °F,94 %,NE,7 mph,0 mph,29.46 in,0.0 in,Patches of Fog
2024-07-02,5:50 AM,68 °F,66 °F,94 %,NE,7 mph,0 mph,29.46 in,0.0 in,Mist
2024-07-02,6:20 AM,68 °F,66 °F,94 %,NE,8 mph,0 mph,29.43 in,0.0 in,Mist
2024-07-02,6:50 AM,68 °F,66 °F,94 %,ENE,9 mph,0 mph,29.43 in,0.0 in,Mist
2024-07-02,7:20 AM,72 °F,66 °F,83 %,ENE,8 mph,0 mph,29.43 in,0.0 in,Partly Cloudy
2024-07-02,7:50 AM,73 °F,64 °F,73 %,ENE,6 mph,0 mph,29.43 in,0.0 in,Fair
2024-07-02,8:20 AM,77 °F,64 °F,65 %,ENE,5 mph,0 mph,29.43 in,0.0 in,Fair
2024-07-02,8:50 AM,79 °F,63 °F,57 %,ENE,7 mph,0 mph,29.43 in,0.0 in,Fair
2024-07-02,9:20 AM,81 °F,61 °F,51 %,ENE,7 mph,0 mph,29.43 in,0.0 in,Fair
2024-07-02,9:50 AM,81 °F,63 °F,54 %,ENE,9 mph,0 mph,29.43 in,0.0 in,Fair
2024-07-02,10:20 AM,82 °F,66 °F,58 %,VAR,7 mph,0 mph,29.40 in,0.0 in,Fair
2024-07-02,10:50 AM,84 °F,64 °F,51 %,NE,8 mph,0 mph,29.40 in,0.0 in,Fair
2024-07-02,11:20 AM,79 °F,64 °F,61 %,WSW,12 mph,0 mph,29.40 in,0.0 in,Fair
2024-07-02,11:50 AM,82 °F,64 °F,54 %,W,7 mph,0 mph,29.37 in,0.0 in,Fair
2024-07-02,12:20 PM,84 °F,64 °F,51 %,WSW,8 mph,0 mph,29.40 in,0.0 in,Fair
2024-07-02,12:50 PM,86 °F,63 °F,45 %,WSW,8 mph,0 mph,29.37 in,0.0 in,Fair
2024-07-02,1:20 PM,86 °F,63 °F,45 %,WSW,10 mph,0 mph,29.37 in,0.0 in,Fair
2024-07-02,1:50 PM,88 °F,63 °F,43 %,WSW,7 mph,0 mph,29.37 in,0.0 in,Fair
2024-07-02,2:20 PM,90 °F,61 °F,38 %,WSW,9 mph,0 mph,29.34 in,0.0 in,Fair
2024-07-02,2:50 PM,90 °F,63 °F,40 %,WSW,12 mph,0 mph,29.34 in,0.0 in,Fair
2024-07-02,3:20 PM,91 °F,63 °F,38 %,WSW,9 mph,0 mph,29.34 in,0.0 in,Fair
2024-07-02,3:50 PM,91 °F,63 °F,38 %,NE,7 mph,0 mph,29.34 in,0.0 in,Fair
2024-07-02,4:20 PM,90 °F,63 °F,40 %,ENE,14 mph,0 mph,29.32 in,0.0 in,Fair
2024-07-02,4:50 PM,90 °F,63 °F,40 %,ENE,14 mph,0 mph,29.32 in,0.0 in,Fair
2024-07-02,5:20 PM,88 °F,63 °F,43 %,NE,14 mph,0 mph,29.32 in,0.0 in,Fair
2024-07-02,5:50 PM,88 °F,63 °F,43 %,NE,14 mph,0 mph,29.32 in,0.0 in,Fair
2024-07-02,6:20 PM,88 °F,61 °F,40 %,ENE,15 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,6:50 PM,86 °F,59 °F,40 %,ENE,15 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,7:20 PM,84 °F,61 °F,45 %,NE,15 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,7:50 PM,82 °F,61 °F,48 %,ENE,13 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,8:20 PM,81 °F,59 °F,48 %,ENE,12 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,8:50 PM,81 °F,61 °F,51 %,ENE,10 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,9:20 PM,79 °F,61 °F,54 %,ENE,9 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,9:50 PM,79 °F,61 °F,54 %,ENE,9 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,10:20 PM,79 °F,61 °F,54 %,ENE,10 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-02,10:50 PM,79 °F,61 °F,54 %,ENE,10 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-02,11:20 PM,77 °F,59 °F,54 %,ENE,10 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-02,11:50 PM,79 °F,59 °F,51 %,ENE,9 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,12:20 AM,77 °F,59 °F,54 %,ENE,9 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,12:50 AM,77 °F,59 °F,54 %,NE,7 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,1:20 AM,77 °F,57 °F,50 %,ENE,7 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,1:50 AM,77 °F,59 °F,54 %,ENE,7 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,2:20 AM,75 °F,61 °F,61 %,NE,7 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,2:50 AM,73 °F,59 °F,61 %,NE,6 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,3:20 AM,73 °F,59 °F,61 %,ENE,7 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,3:50 AM,72 °F,61 °F,69 %,ENE,7 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,4:20 AM,72 °F,61 °F,69 %,ENE,9 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,4:50 AM,70 °F,61 °F,73 %,ENE,8 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,5:20 AM,70 °F,61 °F,73 %,NE,7 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,5:50 AM,70 °F,61 °F,73 %,NE,6 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,6:20 AM,72 °F,59 °F,64 %,NE,6 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,6:50 AM,73 °F,59 °F,61 %,VAR,1 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,7:20 AM,75 °F,61 °F,61 %,ESE,3 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
2024-07-03,7:50 AM,75 °F,63 °F,65 %,ENE,13 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
2024-07-03,8:20 AM,75 °F,63 °F,65 %,ENE,8 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
2024-07-03,8:50 AM,79 °F,64 °F,61 %,NE,7 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
2024-07-03,9:20 AM,77 °F,66 °F,69 %,NE,13 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy
2024-07-03,9:50 AM,79 °F,66 °F,65 %,ENE,17 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2024-07-03,10:20 AM,79 °F,68 °F,69 %,NE,12 mph,0 mph,29.23 in,0.0 in,Mostly Cloudy
2024-07-03,10:50 AM,82 °F,68 °F,62 %,ENE,14 mph,0 mph,29.23 in,0.0 in,Partly Cloudy
2024-07-03,11:20 AM,84 °F,66 °F,55 %,NE,17 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2024-07-03,11:42 AM,82 °F,66 °F,58 %,ENE,18 mph,0 mph,29.17 in,0.0 in,
2024-07-03,11:50 AM,82 °F,66 °F,58 %,ENE,16 mph,0 mph,29.17 in,0.0 in,
2024-07-03,12:04 PM,82 °F,66 °F,58 %,ENE,16 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
2024-07-03,12:20 PM,86 °F,66 °F,51 %,ENE,12 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
2024-07-03,12:50 PM,90 °F,68 °F,49 %,NNW,13 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
2024-07-03,1:20 PM,90 °F,66 °F,46 %,NNE,15 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
2024-07-03,1:50 PM,88 °F,66 °F,49 %,ENE,17 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
2024-07-03,2:20 PM,90 °F,68 °F,49 %,ENE,18 mph,0 mph,29.14 in,0.0 in,Partly Cloudy
2024-07-03,2:50 PM,86 °F,66 °F,51 %,ENE,20 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
2024-07-03,3:20 PM,84 °F,66 °F,55 %,NE,21 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,3:50 PM,86 °F,68 °F,55 %,ENE,22 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,4:20 PM,84 °F,68 °F,58 %,ENE,18 mph,0 mph,29.17 in,0.0 in,Fair
2024-07-03,4:50 PM,84 °F,66 °F,55 %,ENE,22 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,5:20 PM,82 °F,66 °F,58 %,ENE,23 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,5:50 PM,82 °F,68 °F,62 %,ENE,21 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,6:20 PM,81 °F,66 °F,61 %,ENE,22 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,6:50 PM,81 °F,66 °F,61 %,NE,22 mph,0 mph,29.17 in,0.0 in,Fair / Windy
2024-07-03,7:20 PM,79 °F,68 °F,69 %,ENE,21 mph,0 mph,29.20 in,0.0 in,Fair / Windy
2024-07-03,7:50 PM,79 °F,68 °F,69 %,ENE,21 mph,0 mph,29.20 in,0.0 in,Fair / Windy
2024-07-03,8:20 PM,77 °F,68 °F,74 %,ENE,20 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,8:50 PM,77 °F,68 °F,74 %,ENE,20 mph,0 mph,29.20 in,0.0 in,Fair
2024-07-03,9:20 PM,75 °F,70 °F,83 %,ENE,18 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,9:50 PM,75 °F,70 °F,83 %,ENE,16 mph,0 mph,29.23 in,0.0 in,Fair
2024-07-03,10:20 PM,75 °F,68 °F,78 %,ENE,13 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,10:50 PM,75 °F,70 °F,83 %,NE,13 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,11:20 PM,75 °F,70 °F,83 %,NE,10 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-03,11:50 PM,75 °F,70 °F,83 %,ENE,9 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-04,12:20 AM,75 °F,70 °F,83 %,NE,7 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-04,12:50 AM,75 °F,70 °F,83 %,NE,8 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-04,1:20 AM,73 °F,70 °F,88 %,NE,7 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
2024-07-04,1:50 AM,73 °F,70 °F,88 %,ENE,6 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
2024-07-04,2:20 AM,73 °F,68 °F,83 %,ENE,2 mph,0 mph,29.29 in,0.0 in,Fair
2024-07-04,2:50 AM,73 °F,68 °F,83 %,ESE,5 mph,0 mph,29.26 in,0.0 in,Fair
2024-07-04,3:20 AM,73 °F,70 °F,88 %,ESE,3 mph,0 mph,29.26 in,0.0 in,Partly Cloudy
2024-07-04,3:50 AM,73 °F,70 °F,88 %,VAR,1 mph,0 mph,29.26 in,0.0 in,Mostly Cloudy
2024-07-04,4:20 AM,75 °F,70 °F,83 %,SW,3 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,4:50 AM,75 °F,68 °F,78 %,ENE,6 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,5:20 AM,75 °F,70 °F,83 %,NNE,7 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,5:50 AM,75 °F,70 °F,83 %,NE,7 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,6:20 AM,75 °F,70 °F,83 %,ENE,7 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,6:50 AM,75 °F,70 °F,83 %,ENE,6 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,7:20 AM,77 °F,70 °F,78 %,NE,8 mph,0 mph,29.29 in,0.0 in,Mostly Cloudy
2024-07-04,7:50 AM,77 °F,70 °F,78 %,ENE,8 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy
2024-07-04,8:20 AM,77 °F,70 °F,78 %,N,8 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy
2024-07-04,8:50 AM,77 °F,70 °F,78 %,NE,10 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy
2024-07-04,9:20 AM,79 °F,70 °F,74 %,WNW,12 mph,0 mph,29.32 in,0.0 in,Mostly Cloudy
2024-07-04,9:50 AM,79 °F,68 °F,69 %,ENE,15 mph,0 mph,29.32 in,0.0 in,
2024-07-04,10:12 AM,77 °F,68 °F,74 %,N,14 mph,0 mph,29.34 in,0.0 in,
2024-07-04,10:20 AM,79 °F,68 °F,69 %,NE,16 mph,0 mph,29.32 in,0.0 in,
2024-07-04,10:43 AM,77 °F,66 °F,69 %,NW,18 mph,0 mph,29.34 in,0.0 in,
2024-07-04,10:50 AM,77 °F,68 °F,74 %,ENE,16 mph,0 mph,29.34 in,0.0 in,
2024-07-04,11:20 AM,77 °F,68 °F,74 %,ENE,16 mph,0 mph,29.34 in,0.0 in,
2024-07-04,11:50 AM,81 °F,68 °F,65 %,ENE,16 mph,0 mph,29.34 in,0.0 in,
2024-07-04,12:20 PM,79 °F,68 °F,69 %,ENE,16 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2024-07-04,12:50 PM,81 °F,68 °F,65 %,ENE,20 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2024-07-04,1:20 PM,81 °F,68 °F,65 %,ENE,18 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2024-07-04,1:50 PM,81 °F,68 °F,65 %,ENE,18 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2024-07-04,2:20 PM,81 °F,70 °F,70 %,ENE,17 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2024-07-04,2:50 PM,81 °F,70 °F,70 %,ENE,20 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2024-07-04,3:20 PM,79 °F,70 °F,74 %,ENE,18 mph,0 mph,29.34 in,0.0 in,Mostly Cloudy
2024-07-04,3:50 PM,79 °F,68 °F,69 %,ENE,16 mph,0 mph,29.37 in,0.0 in,Mostly Cloudy
2024-07-04,4:20 PM,77 °F,68 °F,74 %,ENE,15 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2024-07-04,4:43 PM,77 °F,68 °F,74 %,NNE,14 mph,0 mph,29.40 in,0.0 in,
2024-07-04,4:50 PM,77 °F,68 °F,74 %,ENE,14 mph,0 mph,29.37 in,0.0 in,
2024-07-04,5:20 PM,75 °F,70 °F,83 %,ENE,13 mph,0 mph,29.37 in,0.0 in,
2024-07-04,5:50 PM,75 °F,70 °F,83 %,ENE,14 mph,0 mph,29.37 in,0.0 in,
2024-07-04,6:20 PM,73 °F,70 °F,88 %,ENE,12 mph,0 mph,29.40 in,0.0 in,
2024-07-04,6:50 PM,75 °F,72 °F,89 %,ENE,13 mph,0 mph,29.37 in,0.0 in,
2024-07-04,7:20 PM,75 °F,72 °F,89 %,ENE,13 mph,0 mph,29.37 in,0.0 in,
2024-07-04,7:50 PM,75 °F,70 °F,83 %,ENE,14 mph,0 mph,29.40 in,0.0 in,
2024-07-04,8:20 PM,75 °F,70 °F,83 %,ENE,10 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2024-07-04,8:50 PM,75 °F,70 °F,83 %,ENE,9 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2024-07-04,9:20 PM,75 °F,70 °F,83 %,NE,10 mph,0 mph,29.40 in,0.0 in,Mostly Cloudy
2024-07-04,9:50 PM,73 °F,66 °F,78 %,NE,12 mph,0 mph,29.43 in,0.0 in,
2024-07-04,10:20 PM,73 °F,64 °F,73 %,NE,8 mph,0 mph,29.43 in,0.0 in,
2024-07-04,10:50 PM,72 °F,63 °F,73 %,NE,6 mph,0 mph,29.43 in,0.0 in,
2024-07-04,11:20 PM,70 °F,64 °F,83 %,ENE,12 mph,0 mph,29.43 in,0.0 in,
2024-07-04,11:35 PM,70 °F,64 °F,83 %,ENE,12 mph,0 mph,29.43 in,0.0 in,
2024-07-04,11:50 PM,72 °F,64 °F,78 %,ENE,13 mph,0 mph,29.43 in,0.0 in,
2024-07-05,12:20 AM,68 °F,64 °F,88 %,NNE,7 mph,0 mph,29.46 in,0.0 in,Heavy T-Storm
2024-07-05,12:30 AM,70 °F,66 °F,88 %,NE,8 mph,0 mph,29.46 in,0.0 in,T-Storm
2024-07-05,12:40 AM,70 °F,64 °F,83 %,ENE,9 mph,0 mph,29.46 in,0.0 in,
2024-07-05,12:50 AM,68 °F,64 °F,88 %,NE,6 mph,0 mph,29.46 in,0.0 in,
2024-07-05,1:20 AM,68 °F,66 °F,94 %,ENE,12 mph,0 mph,29.46 in,0.0 in,
2024-07-05,1:50 AM,68 °F,66 °F,94 %,ENE,12 mph,0 mph,29.46 in,0.0 in,
